591464,550981
2.30716e+07,2.29719e+07
1.32146e+08,1.33504e+08
1.3184e+08,1.31711e+08
1.26958e+08,1.26119e+08
1.38977e+08,1.39681e+08
1.32062e+08,1.32885e+08
1.29061e+08,1.28057e+08
1.3439e+08,1.36116e+08
1.33553e+08,1.34203e+08
1.30912e+08,1.30546e+08
1.29987e+08,1.27673e+08
1.32309e+08,1.33415e+08
1.36781e+08,1.36492e+08
1.2459e+08,1.24716e+08
1.31503e+08,1.31266e+08
1.39519e+08,1.40184e+08
1.23533e+08,1.21535e+08
1.32303e+08,1.3285e+08
1.39194e+08,1.38827e+08
1.2663e+08,1.27471e+08
1.30313e+08,1.31073e+08
1.35348e+08,1.38437e+08
1.2919e+08,1.30265e+08
1.28313e+08,1.29314e+08
1.378e+08,1.37121e+08
1.37238e+08,1.37283e+08
1.29633e+08,1.29444e+08
1.4064e+08,1.40322e+08
1.38212e+08,1.36992e+08
1.21583e+08,1.22386e+08
1.39296e+08,1.39459e+08
1.36658e+08,1.38736e+08
1.23508e+08,1.21491e+08
1.4003e+08,1.39347e+08
1.40059e+08,1.41002e+08
1.24359e+08,1.24445e+08
1.3588e+08,1.36607e+08
1.41489e+08,1.40987e+08
1.26695e+08,1.26787e+08
1.35704e+08,1.34568e+08
1.38589e+08,1.3713e+08
1.31221e+08,1.30795e+08
1.29467e+08,1.30853e+08
1.41054e+08,1.41386e+08
1.30081e+08,1.30433e+08
1.25298e+08,1.24754e+08
1.39236e+08,1.42788e+08
1.30423e+08,1.29723e+08
1.23219e+08,1.22635e+08
1.42307e+08,1.43565e+08
1.30157e+08,1.30472e+08
1.25412e+08,1.26057e+08
1.4269e+08,1.41498e+08
1.40071e+08,1.39599e+08
1.26433e+08,1.26442e+08
1.36111e+08,1.38575e+08
1.36949e+08,1.40565e+08
1.28975e+08,1.28315e+08
1.31282e+08,1.32177e+08
1.3846e+08,1.41736e+08
1.30116e+08,1.31107e+08
1.27879e+08,1.28803e+08
1.40663e+08,1.38512e+08
1.34041e+08,1.34675e+08
1.28664e+08,1.2751e+08
1.4054e+08,1.38121e+08
1.34921e+08,1.34527e+08
1.30523e+08,1.31159e+08
1.35774e+08,1.35105e+08
1.10051e+08,1.09283e+08
1.10967e+06,747115
356150,273401
804298,421383
789598,579190
1.12946e+07,7.89075e+06
1.26871e+08,4.7922e+07
1.1309e+08,8.0919e+07
1.08381e+08,1.06267e+08
1.0674e+08,1.05139e+08
1.11385e+08,1.09947e+08
1.03517e+08,1.02851e+08
1.11758e+08,1.10651e+08
1.12459e+08,1.10419e+08
9.99752e+07,9.73975e+07
1.06287e+08,1.05785e+08
1.14845e+08,1.13957e+08
1.0112e+08,9.97277e+07
1.06313e+08,1.05912e+08
1.14796e+08,1.13994e+08
1.11895e+08,1.10698e+08
9.70766e+07,9.73413e+07
1.14533e+08,1.14583e+08
1.17253e+08,1.17078e+08
9.3355e+07,9.35312e+07
1.127e+08,1.13293e+08
1.18097e+08,1.18426e+08
9.56208e+07,9.62123e+07
1.15566e+08,1.15266e+08
1.14089e+08,1.14116e+08
9.52072e+07,9.61301e+07
1.14478e+08,1.1532e+08
1.16926e+08,1.175e+08
9.41127e+07,9.65067e+07
1.13948e+08,1.13245e+08
1.12334e+08,1.11387e+08
1.10533e+08,1.09915e+08
1.038e+08,1.03173e+08
1.12849e+08,1.12452e+08
1.11418e+08,1.11868e+08
9.58928e+07,9.5265e+07
1.17332e+08,1.16323e+08
1.13728e+08,1.12455e+08
9.7105e+07,9.77941e+07
1.17317e+08,1.17038e+08
1.03814e+08,1.04262e+08
1.03841e+08,1.03268e+08
1.07191e+08,1.07984e+08
1.08135e+08,1.08748e+08
1.07681e+08,1.05163e+08
1.00881e+08,1.0324e+08
1.09107e+08,1.09071e+08
1.17408e+08,1.16273e+08
1.04459e+08,1.04067e+08
1.02948e+08,1.02945e+08
1.09369e+08,1.10297e+08
1.08262e+08,1.06894e+08
1.00242e+08,1.00589e+08
1.10811e+08,1.09953e+08
1.13252e+08,1.13626e+08
1.00489e+08,9.95265e+07
1.05624e+08,1.05454e+08
7.63518e+07,7.57864e+07
800032,1.00316e+06
495712,519193
376452,394843
707248,794729
3.73302e+07,1.63144e+07
1.35642e+08,5.41423e+07
1.10366e+08,7.15414e+07
1.118e+08,1.02472e+08
1.18401e+08,1.07117e+08
1.02806e+08,9.2786e+07
1.02182e+08,9.37056e+07
1.19998e+08,1.10985e+08
1.09935e+08,9.94732e+07
1.00903e+08,9.1619e+07
1.17695e+08,1.09276e+08
1.11917e+08,1.04376e+08
1.01868e+08,9.28202e+07
1.14278e+08,1.05031e+08
1.14396e+08,1.06277e+08
9.79787e+07,9.035e+07
1.16478e+08,1.08939e+08
1.16855e+08,1.09113e+08
1.01061e+08,9.57117e+07
1.11952e+08,1.05492e+08
1.19374e+08,1.11411e+08
1.00646e+08,9.22589e+07
1.0543e+08,9.9358e+07
1.19158e+08,1.10266e+08
1.05736e+08,9.78171e+07
1.03713e+08,9.61787e+07
1.18578e+08,1.10516e+08
1.08682e+08,1.00657e+08
1.13518e+08,1.05816e+08
1.1014e+08,1.02114e+08
1.06876e+08,1.00175e+08
1.15737e+08,1.08323e+08
1.0294e+08,9.45196e+07
1.07455e+08,9.89055e+07
1.18508e+08,1.09144e+08
1.02518e+08,9.42251e+07
1.08806e+08,9.98583e+07
1.19258e+08,1.10157e+08
1.07022e+08,9.75062e+07
1.06285e+08,9.8133e+07
1.14162e+08,1.05094e+08
1.10972e+08,1.01167e+08
1.03055e+08,9.32869e+07
1.13734e+08,1.04835e+08
1.19156e+08,1.10216e+08
1.00808e+08,9.05217e+07
1.07953e+08,1.00374e+08
1.23509e+08,1.14543e+08
1.05716e+08,9.64481e+07
1.08862e+08,9.96646e+07
1.15524e+08,1.06683e+08
1.062e+08,9.77237e+07
1.079e+08,9.83218e+07
1.13956e+08,1.05337e+08
1.12283e+08,1.04733e+08
1.00956e+08,9.26641e+07
1.14379e+08,1.06416e+08
1.0583e+08,9.84478e+07
1.01076e+06,1.33406e+06
349138,345120
505846,359319
1.03368e+06,1.04449e+06
